"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"902",197106030001,1971,6,3,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.073581,-118.178641,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce",NA,"United California Bank",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",10000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"903",197106040001,1971,6,4,NA,0,NA,185,"Spain",8,"Western Europe","Valencia","Miramar",38.951603,-0.138765,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,16,"Telecommunication",89,"Television",NA,"Spanish Television Transformer",185,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catalan Liberation Front (FAC)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"904",197106050002,1971,6,5,NA,0,NA,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,1,"Business",11,"Entertainment/Cultural/Stadium/Casino",NA,"Triple O Night Club",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Liberation Army",NA,NA,NA,NA,NA,NA,0,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",3,"Handgun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pistols",1,1,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",1000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"905",197106060001,1971,6,6,NA,0,NA,185,"Spain",8,"Western Europe","Unknown","Unknown",NA,NA,5,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,21,"Utilities",107,"Electricity",NA,"Transformer, F.E.C.S.A. Company",185,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catalan Liberation Front (FAC)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"906",197106060002,1971,6,6,NA,0,NA,217,"United States",1,"North America","California","Menlo Park",37.454697,-122.177909,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce",NA,"Wells Fargo Bank",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",5000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"907",197106100001,1971,6,10,NA,0,NA,217,"United States",1,"North America","California","Petaluma",38.232471,-122.644448,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce","Bank of America","Bank of America",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",150,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"908",197106110001,1971,6,11,NA,0,NA,406,"South Yemen",10,"Middle East & North Africa","Adan","Aden",12.814427,45.036416,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,11,"Maritime",59,"Oil Tanker",NA,"Israeli Oil Tanker Coral Sea",97,"Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Popular Front for the Liberation of Palestine (PFLP)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",11,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockets",0,0,0,0,0,0,1,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,1,1,NA
"909",197106110002,1971,6,11,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.083528,-118.326584,1,0,"5723 Melrose Ave.","6/11/1971: In a series of related incidents, unknown perpetrators, protesting the actions of the Mexican government, bombed the Mexican-American radio station KALI in Los Angeles, California, United States.  There were no casualties but windows at the building were shattered.",1,1,1,0,NA,NA,1,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,10,"Journalists & Media",54,"Radio Journalist/Staff/Facility","Mexican-American radio station in the Los Angeles area","KALI",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Radicals",NA,NA,NA,NA,NA,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb placed outside the door of the building",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Windows shattered",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"This is part of a multiple incident with 197106110003.  KALI was bombed an hour before KWKW.  After the bombings,  an anonymous caller stated that the attacks were in retaliation for the death of eight left-wing Mexican protesters during demonstrations in Mexico City a week earlier.    In a tape recording released on August 14, the Chicano Liberation Front denied participating in the bombings of Mexican-American radio stations.  There were four other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106130002, 197106130001, 197106150001, and 197106170001).","Tom Paegel, ""Wilshire Bombing,"" Los Angeles Times, June 14, 1971.","""Possible Link of 4 Bombings to Same Group Investigated,"" Los Angeles Times, June 15, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.","Hewitt Project",-9,-9,0,-9,"197106110002, 197106110003"
"910",197106110003,1971,6,11,NA,0,NA,217,"United States",1,"North America","California","Pasadena",34.13149,-118.101567,1,0,"800 Sierra Madre Ave.","6/11/1971: In a series of related incidents, unknown perpetrators, protesting the actions of the Mexican government, bombed the Mexican-American radio station KWKW in Pasadena, California, United States.  There were no casualties but the building sustained an estimated $1,000 in damages.  Additionally, station was knocked off the air for ten minutes.",1,1,1,0,NA,NA,1,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,10,"Journalists & Media",54,"Radio Journalist/Staff/Facility","Mexican-American radio station in the Los Angeles area","KWKW",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Radicals",NA,NA,NA,NA,NA,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb tossed on the roof of the building",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",1000,"Hole blown into the ceiling of the building and the station knocked off the radio for ten minutes.",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"This is part of a multiple incident with 197106110002.  KWKW was bombed an hour after KALI.  After the bombings,  an anonymous caller stated that the attacks were in retaliation for the death of eight left-wing Mexican protesters during demonstrations in Mexico City a week earlier.  In a tape recording released on August 14, the Chicano Liberation Front denied participating in the bombings of Mexican-American radio stations.  There were four other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106130002, 197106130001, 197106150001, and 197106170001).","Tom Paegel, ""Wilshire Bombing,"" Los Angeles Times, June 14, 1971.","""Possible Link of 4 Bombings to Same Group Investigated,"" Los Angeles Times, June 15, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.","Hewitt Project",-9,-9,0,-9,"197106110003, 197106110002"
"911",197106120001,1971,6,12,NA,0,NA,185,"Spain",8,"Western Europe","Madrid","Madrid",40.416691,-3.700345,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",14,"Judge/Attorney/Court",NA,"Court of Instruction & Municipalities",185,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catalan Liberation Front (FAC)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"912",197106130001,1971,6,13,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.05349,-118.245319,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,18,"Tourists",98,"Other Facility",NA,"Mexican government tourist office",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",3000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"913",197106130002,1971,6,13,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.083504,-118.315725,1,0,"5353 Melrose Ave.","6/13/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed a gas station adjacent to the Spanish language television channel KMEX-TV in Los Angeles, California, United States.  There were no casualties but a truck sustained minor damage and one window at the gas station was shattered.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,10,"Journalists & Media",55,"Television Journalist/Staff/Facility","Spanish language television station in the Los Angeles area","KMEX-TV",217,"United States",1,"Business",1,"Gas/Oil","Gas station next to Spanish language television station in the Los Angeles area","Herb's Arco Service Station",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Radicals",NA,NA,NA,NA,NA,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small homemade bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Truck damaged and one window at the gas station shattered",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Later in the same day, a Mexican tourist office in Los Angeles was bombed (197106130001).  There were five other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106110002, 197106110003, 197106130002, 197106150001, and 197106170001).","Tom Paegel, ""Wilshire Bombing,"" Los Angeles Times, June 14, 1971.","""Possible Link of 4 Bombings to Same Group Investigated,"" Los Angeles Times, June 15, 1971.","John Kumbula, ""Police Report 'Strong' Suspects in Bombing,"" Los Angeles Times, June 19, 1971.","Hewitt Project",-9,-9,0,-9,NA
"914",197106150001,1971,6,15,"June 14-16, 1971",0,NA,217,"United States",1,"North America","California","East Los Angeles",34.022425,-118.167056,1,0,"East Los Angeles","6/15/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed the Joaquin Murieta Center, a Mexican-American  college recruitment facility, in Los Angeles, California, United States.  There were no casualties and it is unknown if the buildings sustained any damage.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,7,"Government (Diplomatic)",NA,NA,"Mexican-American establishment in the Los Angeles area","Joaquin Murieta Center, Los Angeles California",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Radicals",NA,NA,NA,NA,NA,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb",0,0,0,0,0,0,-9,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The Joaquin Murieta Center was funded by the American government.   There were five other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106110002, 197106110003, 197106130002, 197106130001, and 197106170001).","John Kumbula, ""Police Report 'Strong' Suspects in Bombing,"" Los Angeles Times, June 19, 1971.",NA,NA,"Hewitt Project",-9,-9,0,-9,NA
"915",197106160001,1971,6,16,NA,0,NA,217,"United States",1,"North America","California","Santa Cruz",36.974025,-122.030954,1,0,NA,"6/16/1971: Unknown perpetrators placed a pipe bomb at the county building in Santa Cruz, California, United States.  An anonymous caller notified the authorities of the device and it was subsequently removed.",1,1,1,1,2,"Other Crime Type",0,0,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office","County building","County building, Santa Cruz California",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Radicals",NA,NA,NA,NA,NA,"To protest the treatment of Mexican-Americans",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",14,"Time Fuse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fourteen inch pipe bomb",0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The bomb was set to detonate four days after it was removed.","""The State: S.F. Court to Get Bulletproof Zone for Trial,"" Los Angeles Times, June 17, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","Hewitt Project",-9,-9,0,-9,NA
"916",197106170001,1971,6,17,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.034286,-118.262039,1,0,"1436 South Main St.","6/17/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed the Mexican-American newspaper LA Opinion in Los Angeles, California, United States.  There were no casualties but the front of the office was damaged and windows at an store adjacent store were shattered.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility","Mexican-American newspaper in the Los Angeles area","Offices of LA Opinion",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Radicals",NA,NA,NA,NA,NA,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb placed outside the front door of the building or tossed at the building",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Doors, windows, and ceiling in the front of the building damaged.  Windows at business next door shattered.",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The bombing caused 'several thousands' of dollars of damage to the building.  The newspaper received a bomb threat after the attacks on KALI and KWKW (197106110002 and 197106110003).  There were three other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106130002, 197106130001, and 197106150001).  In a tape recording released on August 14, the Chicano Liberation Front denied participating in the bombings of a Mexican-American newspaper.","John Kumbula, ""Police Report 'Strong' Suspects in Bombing,"" Los Angeles Times, June 19, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.","""Spanish Paper Bombed,"" The Virgin Islands Daily News, June 19, 1971.","Hewitt Project",-9,-9,0,-9,NA
"917",197106180002,1971,6,18,NA,0,NA,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce",NA,"Bank",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Liberation Army",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",3,"Handgun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pistols",0,NA,NA,0,NA,NA,1,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"918",197106210001,1971,6,21,NA,0,NA,217,"United States",1,"North America","California","San Jose",37.338475,-121.885794,1,0,"On chair in front of room","6/21/1971: Unknown perpetrators placed a pipe bomb in a purse and left the device at a City Council meeting in San Jose, California, United States.  The bomb was discovered and subsequently removed.  The meeting discussed a controversial debate on a proposed mobile home development.",1,1,1,0,NA,NA,0,0,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office","San Jose City Council","City Council Building, San Jose California",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",14,"Time Fuse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Three inch pipe bomb with timing device",0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The bomb's timing device stopped at 8:10 PM.  The bomb would not have detonated anyways as it lacked a blasting cap.  The bomb was discovered after an anonymous caller stated that a bomb would go off at the City Council meeting at 9:00 PM.  Three previous City Council meetings received bomb threats.","""New San Jose Bomb Scare,"" New York Times, June 23, 1971.","""Find Bomb In Council Room,"" Gettysburg Times, June 22, 1971.","""Purse Bomb At Meeting Proves Dud,"" Lawrence Daily Journal-World, June 22, 1971.","Hewitt Project",-9,-9,0,-9,NA
"919",197106220001,1971,6,22,NA,0,NA,217,"United States",1,"North America","New York","Glen Cove",40.863958,-73.630786,1,0,NA,NA,1,1,1,0,NA,NA,0,0,0,3,"Bombing/Explosion",NA,NA,NA,NA,7,"Government (Diplomatic)",47,"International Organization (peacekeeper, aid agency, compound)",NA,"estate of Soviet UN mission",359,"Soviet Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jewish Defense League (JDL)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,1,1,1,NA
"920",197106220002,1971,6,22,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.062192,-118.173614,1,0,NA,"6/22/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a campus security police car parked outside of the administration building at California State University, Los Angeles, United States.  There were no casualties but the vehicle was destroyed.",1,1,1,0,NA,NA,1,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,8,"Educational Institution",50,"Other Personnel","California State University, Los Angeles","Campus police vehicle at California State University, Los Angeles",217,"United States",3,"Police",23,"Police Patrol (including vehicles and convoys)","Campus police, California State University, Los Angeles","Cal State Los Angeles campus police vehicle stationed outside of administration building.",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,"To protest the treatment of Mexican-Americans",1,NA,NA,0,-99,-99,1,9,"Other",NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Campus patrol car destroyed",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"This might be part of a multiple incident with 197106220003.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.","""Metropolitan: Bombs Explode at Two Schools,"" Los Angeles Times, June 23, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.",NA,"Hewitt Project",0,0,0,0,"197106220002, 197106220003"
"921",197106220003,1971,6,22,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.073867,-118.202763,1,0,"3501 North Broadway","6/22/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a counselor's office at Lincoln High School in Los Angeles, California, United States.  While police were investigating the incident, a police car located outside of the high school was bombed.  There were no casualties but the counselor's office and the police car were both damaged.",1,1,1,0,NA,NA,1,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,8,"Educational Institution",49,"School/University/Educational Building","Lincoln High School, Los Angeles","Counselor's office at Lincoln High School",217,"United States",3,"Police",23,"Police Patrol (including vehicles and convoys)","Los Angeles Police Department","Unoccupied Los Angeles Police Department vehicle whose officers were investigating a bombing at Lincoln High School",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,"To protest the treatment of Mexican-Americans",1,NA,NA,0,-99,-99,1,9,"Other",NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb inside or under police vehicle",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Counselor's office and police car damaged",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"This might be part of a multiple incident with 197106220002.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.","""Metropolitan: Bombs Explode at Two Schools,"" Los Angeles Times, June 23, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.",NA,"Hewitt Project",0,0,0,0,"197106220003, 197106220002"
